,id,prediction
1709,twitter_1710,SARCASM
1710,twitter_1711,SARCASM
1711,twitter_1712,SARCASM
1712,twitter_1713,SARCASM
1713,twitter_1714,SARCASM
1714,twitter_1715,NOT_SARCASM
1715,twitter_1716,SARCASM
1716,twitter_1717,SARCASM
1717,twitter_1718,SARCASM
1718,twitter_1719,SARCASM
1719,twitter_1720,SARCASM
1720,twitter_1721,SARCASM
1721,twitter_1722,NOT_SARCASM
1722,twitter_1723,SARCASM
1723,twitter_1724,NOT_SARCASM
1724,twitter_1725,NOT_SARCASM
1725,twitter_1726,SARCASM
1726,twitter_1727,NOT_SARCASM
1727,twitter_1728,SARCASM
1728,twitter_1729,NOT_SARCASM
1729,twitter_1730,SARCASM
1730,twitter_1731,SARCASM
1731,twitter_1732,SARCASM
1732,twitter_1733,SARCASM
1733,twitter_1734,SARCASM
1734,twitter_1735,SARCASM
1735,twitter_1736,SARCASM
1736,twitter_1737,SARCASM
1737,twitter_1738,SARCASM
1738,twitter_1739,NOT_SARCASM
1739,twitter_1740,SARCASM
1740,twitter_1741,SARCASM
1741,twitter_1742,NOT_SARCASM
1742,twitter_1743,NOT_SARCASM
1743,twitter_1744,SARCASM
1744,twitter_1745,SARCASM
1745,twitter_1746,SARCASM
1746,twitter_1747,NOT_SARCASM
1747,twitter_1748,SARCASM
1748,twitter_1749,NOT_SARCASM
1749,twitter_1750,SARCASM
1750,twitter_1751,SARCASM
1751,twitter_1752,SARCASM
1752,twitter_1753,NOT_SARCASM
1753,twitter_1754,SARCASM
1754,twitter_1755,SARCASM
1755,twitter_1756,SARCASM
1756,twitter_1757,SARCASM
1757,twitter_1758,SARCASM
1758,twitter_1759,SARCASM
1759,twitter_1760,NOT_SARCASM
1760,twitter_1761,SARCASM
1761,twitter_1762,SARCASM
1762,twitter_1763,NOT_SARCASM
1763,twitter_1764,NOT_SARCASM
1764,twitter_1765,NOT_SARCASM
1765,twitter_1766,SARCASM
1766,twitter_1767,NOT_SARCASM
1767,twitter_1768,NOT_SARCASM
1768,twitter_1769,SARCASM
1769,twitter_1770,NOT_SARCASM
1770,twitter_1771,SARCASM
1771,twitter_1772,NOT_SARCASM
1772,twitter_1773,SARCASM
1773,twitter_1774,NOT_SARCASM
1774,twitter_1775,SARCASM
1775,twitter_1776,SARCASM
1776,twitter_1777,SARCASM
1777,twitter_1778,SARCASM
1778,twitter_1779,SARCASM
1779,twitter_1780,SARCASM
1780,twitter_1781,NOT_SARCASM
1781,twitter_1782,NOT_SARCASM
1782,twitter_1783,SARCASM
1783,twitter_1784,SARCASM
1784,twitter_1785,SARCASM
1785,twitter_1786,SARCASM
1786,twitter_1787,NOT_SARCASM
1787,twitter_1788,SARCASM
1788,twitter_1789,NOT_SARCASM
1789,twitter_1790,SARCASM
1790,twitter_1791,SARCASM
1791,twitter_1792,SARCASM
1792,twitter_1793,NOT_SARCASM
1793,twitter_1794,NOT_SARCASM
1794,twitter_1795,SARCASM
1795,twitter_1796,SARCASM
1796,twitter_1797,SARCASM
1797,twitter_1798,NOT_SARCASM
1798,twitter_1799,NOT_SARCASM
1799,twitter_1800,SARCASM
